detector_type,rule_id,category,pattern,matched_phrase,expected_term,severity,confidence,retrieved_papers,source
tortured_phrase,TP-03453,tortured_phrase,"""demise pace""",demise pace,rate of extinction,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03454,tortured_phrase,"""logarithmic recurrence""",logarithmic recurrence,logistic regression (?),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03455,tortured_phrase,"""feature extraction fashion""",feature extraction fashion,feature extraction model,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03456,tortured_phrase,"""Stowed away Markov Models""",Stowed away Markov Models,Hidden Markov Models (HMMs),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03457,tortured_phrase,"""endless ailments""",endless ailments,chronic illneses,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03458,tortured_phrase,"""bunch based steering""",bunch based steering,cluster based routing,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03459,tortured_phrase,"""Caspian Ocean""",Caspian Ocean,Caspian Sea,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03460,tortured_phrase,"""fake alert rate""",fake alert rate,false alarm rate,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03461,tortured_phrase,"""mortality incapacity""",mortality incapacity,death (?),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03462,tortured_phrase,"""lengthy quick-time period reminiscence""",lengthy quick-time period reminiscence,long short-term memory (LSTM),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03463,tortured_phrase,"""trichloroacetic corrosive""",trichloroacetic corrosive,trichloroacetic acid,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03464,tortured_phrase,"""voice right hand""",voice right hand,voice assistant,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03465,tortured_phrase,"""Contrastive Literacy""",Contrastive Literacy,Contrastive Learning,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03466,tortured_phrase,"""engine literacy"" NOT ""search engine""",engine literacy,machine learning,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03467,tortured_phrase,"""net household item""",net household item,Gross Domestic Product,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03468,tortured_phrase,"""industrial management structure""",industrial management structure,industrial control system (ICS),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03469,tortured_phrase,"""bounding packing container""",bounding packing container,bounding boxes (computer vision),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03470,tortured_phrase,"""recreated strengthening""",recreated strengthening,simulated annealing,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03471,tortured_phrase,"""unfriendly wellbeing""",unfriendly wellbeing,adverse health (results...),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03472,tortured_phrase,"""key performance sign""",key performance sign,key performance indicator,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03473,tortured_phrase,"""scale invariant feature change""",scale invariant feature change,scale invariant feature transformation (SIFT),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03474,tortured_phrase,"""self-ruling driving""",self-ruling driving,autonomous driving,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03475,tortured_phrase,"""condition of - the-workmanship""",condition of - the-workmanship,state-of-the-art,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03476,tortured_phrase,"""social architects"" AND ""social engineers""",social architects,social engineers,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03477,tortured_phrase,"""dot clamor""",dot clamor,speckle noise,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03478,tortured_phrase,"""cycles every moment""",cycles every moment,revolutions per minute (RPM),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03479,tortured_phrase,"""agar well dissemination""",agar well dissemination,agar well diffusion,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03480,tortured_phrase,"""result entryway""",result entryway,output gate (a part of LSTM),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03481,tortured_phrase,"""database the board framework""",database the board framework,database management system,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03482,tortured_phrase,"""accuracy of the mannequin""",accuracy of the mannequin,accuracy of the model,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03483,tortured_phrase,"""discourse sounds"" AND ""speech sounds""",discourse sounds,speech sounds,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03484,tortured_phrase,"""temperature touchy""",temperature touchy,temperature-sensitive,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03485,tortured_phrase,"""fourth modern upset""",fourth modern upset,fourth industrial revolution,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03486,tortured_phrase,"""Wireless native space Network""",Wireless native space Network,Wireless Local Area Network,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03487,tortured_phrase,"""Secure Socket Level""",Secure Socket Level,Secure Sockets Layer (SSL),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03488,tortured_phrase,"""thickness based grouping""",thickness based grouping,density-based clustering,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03489,tortured_phrase,"""auto-correlation work""",auto-correlation work,Auto-Correlation Function (ACF),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03490,tortured_phrase,"""transport Layer protection (TLS)""",transport Layer protection (TLS),Transport Layer Security (TLS),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03491,tortured_phrase,"""medium get admission to""",medium get admission to,medium access,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03492,tortured_phrase,"""plant distinguishing proof""",plant distinguishing proof,plant identification,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03493,tortured_phrase,"""bungle rate""",bungle rate,error rate,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03494,tortured_phrase,"""contemplations of decisions""",contemplations of decisions,election monitoring,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03495,tortured_phrase,"""framework as an administration""",framework as an administration,infrastructure as an service (IaaS),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03496,tortured_phrase,"""transfer today's"" AND ""transfer learning""",transfer today's,transfer learning,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03497,tortured_phrase,"""rubbish glass""",rubbish glass,waste glass,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03498,tortured_phrase,"""principal component diagnosis""",principal component diagnosis,Principal Component Analysis (PCA),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03499,tortured_phrase,"""shrewd metering""",shrewd metering,smart metering,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03500,tortured_phrase,"""picture acknowledgement"" AND ""image recognition""",picture acknowledgement,image recognition,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03501,tortured_phrase,"""artificial brain organization""",artificial brain organization,artificial neural networks,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03502,tortured_phrase,"""otherworldly effectiveness""",otherworldly effectiveness,spectral efficiency,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03503,tortured_phrase,"""system studying (ML)""",system studying (ML),machine learning (ML),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03504,tortured_phrase,"""mind malignancies""",mind malignancies,brain cancer / brain tumors,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03505,tortured_phrase,"""histogram of situated angles""",histogram of situated angles,histogram of oriented gradients (HOG),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03506,tortured_phrase,"""differentially communicated qualities""",differentially communicated qualities,differentially expressed genes,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03507,tortured_phrase,"""meta-getting to know""",meta-getting to know,meta-learning,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03508,tortured_phrase,"""K-nearest relatives""",K-nearest relatives,K-nearest neighbors,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03509,tortured_phrase,"""dissent of benefit""",dissent of benefit,Distributed Denial of Service attack,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03510,tortured_phrase,"""break down themes""",break down themes,analyze motifs,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03511,tortured_phrase,"""DNA intensification""",DNA intensification,DNA amplification,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03512,tortured_phrase,"""iris acknowledgement"" AND ""iris recognition""",iris acknowledgement,iris recognition,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03513,tortured_phrase,"""lengthy brief-term reminiscence""",lengthy brief-term reminiscence,long short-term memory (LSTM),medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03514,tortured_phrase,"""disappearing angle issue""",disappearing angle issue,vanishing gradient problem,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03515,tortured_phrase,"""k-means bundling""",k-means bundling,k-means clustering,medium,0.87,17,🤷_tortured.csv
tortured_phrase,TP-03516,tortured_phrase,"""linear discriminant investigation""",linear discriminant investigation,linear discriminant analysis (LDA),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03517,tortured_phrase,"""dielectric flushing"" AND ""dielectric discharge""",dielectric flushing,dielectric discharge,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03518,tortured_phrase,"""conjugate inclination""",conjugate inclination,conjugate gradient,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03519,tortured_phrase,"""uncooked images""",uncooked images,raw images,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03520,tortured_phrase,"""wanton mode""",wanton mode,promiscuous mode,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03521,tortured_phrase,"""automated elevated vehicle""",automated elevated vehicle,unmanned aerial vehicle (UAV),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03522,tortured_phrase,"""fourth mechanical insurgency""",fourth mechanical insurgency,fourth industrial revolution,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03523,tortured_phrase,"""1/3-birthday party""",1/3-birthday party,third-party,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03524,tortured_phrase,"""hyperactivity complaint""",hyperactivity complaint,hyperactivity disorder,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03525,tortured_phrase,"""field programmable entryway exhibit""",field programmable entryway exhibit,field programmable gate array (FPGA),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03526,tortured_phrase,"""blood-brain obstruction""",blood-brain obstruction,Blood Brain Barrier (BBB),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03527,tortured_phrase,"""surface brutality""",surface brutality,surface roughness,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03528,tortured_phrase,"""remote direct venture""",remote direct venture,foreign direct investment,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03529,tortured_phrase,"""bug pervasion""",bug pervasion,pest infestation,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03530,tortured_phrase,"""fluffy strategy""",fluffy strategy,fuzzy method,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03531,tortured_phrase,"""simulated intelligence (ML)""",simulated intelligence (ML),machine learning (ML),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03532,tortured_phrase,"""downstream errand""",downstream errand,downstream task,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03533,tortured_phrase,"""strong dystrophy""",strong dystrophy,muscular dystrophy,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03534,tortured_phrase,"""single point disappointment""",single point disappointment,single point failure,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03535,tortured_phrase,"""open key infrastructure""",open key infrastructure,Public Key Infrastructure (PKI),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03536,tortured_phrase,"""spam crusade""",spam crusade,spam campaign,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03537,tortured_phrase,"""image distance analysis""",image distance analysis,Phase Doppler anemometry (PDA),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03538,tortured_phrase,"""money related trade""",money related trade,financial transaction,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03539,tortured_phrase,"""scientific image type""",scientific image type,medical image classification,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03540,tortured_phrase,"""assurance of parameters""",assurance of parameters,parameter estimation,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03541,tortured_phrase,"""vehicular impromptu system""",vehicular impromptu system,vehicular ad-hoc network,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03542,tortured_phrase,"""beat width adjustment""~2",beat width adjustment,pulse width modulation (PWM),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03543,tortured_phrase,"""installing vector""",installing vector,"embedding vectors (e.g., \""word embeddings\"")",medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03544,tortured_phrase,"""haphazardly sent""",haphazardly sent,randomly sent,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03545,tortured_phrase,"""savvy producing""",savvy producing,intelligent manufacturing,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03546,tortured_phrase,"""quality quieting""",quality quieting,gene silencing,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03547,tortured_phrase,"""puppy scans""",puppy scans,PET scans,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03548,tortured_phrase,"""molecule swarm enhancement (PSO)""",molecule swarm enhancement (PSO),particle swarm optimization (PSO),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03549,tortured_phrase,"""caliber of administration""",caliber of administration,Quality of Service,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03550,tortured_phrase,"""discourse amalgamation""",discourse amalgamation,speech synthesis,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03551,tortured_phrase,"""outline differencing""",outline differencing,frame differencing,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03552,tortured_phrase,"""savvy fabricating""",savvy fabricating,smart manufacturing,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03553,tortured_phrase,"""possess emerged""",possess emerged,have emerged,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03554,tortured_phrase,"""Huntington's infection""",Huntington's infection,Huntington's disease,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03555,tortured_phrase,"""fruitless patients""",fruitless patients,infertile patients,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03556,tortured_phrase,"""interruption endeavor""",interruption endeavor,intrusion attempt,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03557,tortured_phrase,"""astute gadget""",astute gadget,smart device,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03558,tortured_phrase,"""business knowledge (BI)""",business knowledge (BI),business intelligence (BI),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03559,tortured_phrase,"""pixel force esteem""",pixel force esteem,pixel intensity value,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03560,tortured_phrase,"""inevitably Tom's""",inevitably Tom's,by,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03561,tortured_phrase,"""supplement conveyance""",supplement conveyance,drug delivery,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03562,tortured_phrase,"""jargon move""",jargon move,vocabulary transfer,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03563,tortured_phrase,"""reflected vitality""",reflected vitality,reflected energy,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03564,tortured_phrase,"""directed and unsupervised learning""",directed and unsupervised learning,supervised and unsupervised [machine] learning,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03565,tortured_phrase,"""learning revelation in databases""",learning revelation in databases,knowledge discovery in databases,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03566,tortured_phrase,"""phishing acknowledgment""",phishing acknowledgment,phishing recognition,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03567,tortured_phrase,"""acetic corrosive""",acetic corrosive,acetic acid,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03568,tortured_phrase,"""greasy corrosive""",greasy corrosive,fatty acid,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03569,tortured_phrase,"""Radial Basis perform""",Radial Basis perform,Radial Basis Function (RBF),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03570,tortured_phrase,"""fine needle suction""",fine needle suction,Fine Needle Aspirate (FNA),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03571,tortured_phrase,"""reference arrangements"" AND ""reference sequences""",reference arrangements,reference sequences,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03572,tortured_phrase,"""Laplacian piece""",Laplacian piece,Laplacian kernel,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03573,tortured_phrase,"""organization sweep""",organization sweep,network scan,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03574,tortured_phrase,"""Short Message Administration (SMS)""",Short Message Administration (SMS),Short Message Service (SMS),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03575,tortured_phrase,"""warmness map""",warmness map,heat map,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03576,tortured_phrase,"""fourth era (4G)""",fourth era (4G),fourth generation (4G),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03577,tortured_phrase,"""forecast and arrangement""",forecast and arrangement,prediction and classification,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03578,tortured_phrase,"""medical atoms""",medical atoms,drug molecules,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03579,tortured_phrase,"""nasty value""",nasty value,mean value,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03580,tortured_phrase,"""general wellbeing authorities""",general wellbeing authorities,public health officials,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03581,tortured_phrase,"""presage model""",presage model,predictive model,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03582,tortured_phrase,"""Bragg grinding""",Bragg grinding,Bragg grating,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03583,tortured_phrase,"""exactness and affectability""",exactness and affectability,specificity and sensitivity,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03584,tortured_phrase,"""verbalize recognition""",verbalize recognition,voice recognition,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03585,tortured_phrase,"""investigation of change (ANOVA)""",investigation of change (ANOVA),analysis of variance (ANOVA),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03586,tortured_phrase,"""fast tracking voltage""",fast tracking voltage,accelerating voltage,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03587,tortured_phrase,"""Intel Center i7""",Intel Center i7,Intel Core i7 (CPU),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03588,tortured_phrase,"""Chime labs"" NOT ""CHIMe labs Stanford""~5",Chime labs,Bell [company] laboratories,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03589,tortured_phrase,"""optical pellucidity""",optical pellucidity,optical transparency,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03590,tortured_phrase,"""regulated preparing""",regulated preparing,supervised training,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03591,tortured_phrase,"""value revelation"" AND ""price discovery""",value revelation,price discovery,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03592,tortured_phrase,"""Jahn-Teller impact""",Jahn-Teller impact,Jahn-Teller effect,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03593,tortured_phrase,"""coronary supply route sickness""",coronary supply route sickness,coronary artery disease,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03594,tortured_phrase,"""deep-fetched""",deep-fetched,obscure,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03595,tortured_phrase,"""cruel squared mistake""",cruel squared mistake,mean squared error (MSE),medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03596,tortured_phrase,"""moo vitality""",moo vitality,low energy,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03597,tortured_phrase,"""neuronal passing""",neuronal passing,neuronal death,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03598,tortured_phrase,"""down testing"" AND ""down-sampling""",down testing,down-sampling,medium,0.87,16,🤷_tortured.csv
tortured_phrase,TP-03599,tortured_phrase,"""reinforce vector machine""",reinforce vector machine,support vector machine (SVM),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03600,tortured_phrase,"""multi-channel staining""",multi-channel staining,multi-channel fading,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03601,tortured_phrase,"""cooperative media algorithms""",cooperative media algorithms,Connectivity Multi-Agent,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03602,tortured_phrase,"""carbon evacuation""",carbon evacuation,carbon emission,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03603,tortured_phrase,"""vindictive traffic""",vindictive traffic,malicious [network] traffic,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03604,tortured_phrase,"""despise discourse""",despise discourse,hate speech,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03605,tortured_phrase,"""evacuates the commotion""",evacuates the commotion,removes the noise,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03606,tortured_phrase,"""0.33 Birthday Celebration""",0.33 Birthday Celebration,third-party,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03607,tortured_phrase,"""preparation and approval sets""",preparation and approval sets,training and testing sets,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03608,tortured_phrase,"""a petabyte of information""",a petabyte of information,a petabyte of data,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03609,tortured_phrase,"""palindromic rehashes""",palindromic rehashes,clustered regularly interspaced short palindromic repeats (CRISPR),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03610,tortured_phrase,"""hyper phantom""",hyper phantom,hyperspectral,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03611,tortured_phrase,"""remaining valuable life""",remaining valuable life,remaining useful life,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03612,tortured_phrase,"""kingdom of the artwork""",kingdom of the artwork,state of the art,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03613,tortured_phrase,"""unfamiliar direct venture""",unfamiliar direct venture,foreign direct investment,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03614,tortured_phrase,"""liquid cooperation""",liquid cooperation,seamless cooperation,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03615,tortured_phrase,"""fascination group""",fascination group,???,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03616,tortured_phrase,"""Automated Insights (AI)""",Automated Insights (AI),artificial intelligence (AI),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03617,tortured_phrase,"""intrusive ductal carcinoma""",intrusive ductal carcinoma,invasive ductal carcinoma,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03618,tortured_phrase,"""voracious method""",voracious method,greedy algorithm (?),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03619,tortured_phrase,"""blunder amendment""",blunder amendment,error correction,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03620,tortured_phrase,"""Persistent kidney illness""",Persistent kidney illness,Chronic kidney disease (CKD),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03621,tortured_phrase,"""endorsement precision""",endorsement precision,validation accuracy,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03622,tortured_phrase,"""adversative association""",adversative association,“adverse effect” OR “negative relationship”,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03623,tortured_phrase,"""ghostly highlight""",ghostly highlight,spectral features,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03624,tortured_phrase,"""confronting acknowledgment""",confronting acknowledgment,face recognition,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03625,tortured_phrase,"""fast Fu Liye transform""",fast Fu Liye transform,Fast Fourier Transform,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03626,tortured_phrase,"""infused code""",infused code,injected code,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03627,tortured_phrase,"""assimilation spectroscopy""",assimilation spectroscopy,absorption spectroscopy,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03628,tortured_phrase,"""vocal plot""",vocal plot,vocal tract,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03629,tortured_phrase,"""administrative proprietorship""",administrative proprietorship,public ownership,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03630,tortured_phrase,"""hyper ghastly""",hyper ghastly,hyperspectral,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03631,tortured_phrase,"""moment arrange"" AND ""second stage""",moment arrange,second stage,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03632,tortured_phrase,"""inclining steps""",inclining steps,processing steps,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03633,tortured_phrase,"""gathering key administration""",gathering key administration,Group Key Management,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03634,tortured_phrase,"""prior intercession""",prior intercession,early intervention,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03635,tortured_phrase,"""garage necessities""",garage necessities,storage requirement,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03636,tortured_phrase,"""bushy logic""",bushy logic,???,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03637,tortured_phrase,"""coeliac ailments""",coeliac ailments,coeliac disease,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03638,tortured_phrase,"""couple of sclerosis""",couple of sclerosis,multiple sclerosis,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03639,tortured_phrase,"""intense lymphocytic leukemia""",intense lymphocytic leukemia,acute lymphocytic leukemia,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03640,tortured_phrase,"""differential condition"" AND ""partial request""",differential condition,differential equation AND partial order,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03641,tortured_phrase,"""insect settlement streamlining""",insect settlement streamlining,ant colony optimization (ACO),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03642,tortured_phrase,"""eccentric woods""",eccentric woods,random forests,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03643,tortured_phrase,"""corrosive phosphatase""",corrosive phosphatase,acid phosphatase,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03644,tortured_phrase,"""convolutional neural arrangement""",convolutional neural arrangement,convolutional neural network (CNN),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03645,tortured_phrase,"""photograph satisfactory""",photograph satisfactory,image quality,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03646,tortured_phrase,"""yield of the capacity""",yield of the capacity,output of the function,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03647,tortured_phrase,"""acknowledgement of characters""",acknowledgement of characters,character recognition,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03648,tortured_phrase,"""Wiener sifting""",Wiener sifting,Wiener filtering,medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03649,tortured_phrase,"""illustrations preparing unit""",illustrations preparing unit,graphics processing unit (GPU),medium,0.87,15,🤷_tortured.csv
tortured_phrase,TP-03650,tortured_phrase,"""Medical aid management""",Medical aid management,Clinical resource management (CRM),medium,0.87,15,🤷_tortured.csv
