pair_id,abstract_id_a,abstract_id_b,pair_class,reviewed_verdict,review_confidence,recommended_pair_class,review_group,review_basis,review_rationale,primary_evidence,legitimate_study_context,suspicious_family,reviewer_notes,source_a,source_b
G075,45374,52647,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.193),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.193] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 45374.0 - LINC00958 Promotes the Malignancy of Nasopharyngeal Carcinoma by Sponging microRNA-625 and Thus Upregulating NUAK1 (OncoTargets and Therapy, DOI 10.2147/OTT.S216342)","Record ID 52647.0 - SIRT6 Overexpression Induces Apoptosis of Nasopharyngeal Carcinoma by Inhibiting NF-κB Signaling (OncoTargets and Therapy, DOI 10.2147/OTT.S179866)"
G076,33488,46790,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Heuristic candidate downgraded on re-review,Corpus exact-match scan and TF-IDF review (cosine 0.193),"The pair shares a molecule or a common lncRNA/miRNA cancer-paper assay sequence, but no verbatim passage or sufficiently distinctive multi-sentence scaffold was found. This supports genre-level formulaicity, not pair-specific suspicious reuse.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, RECLASSIFIED] Originally labeled ""Possible template reuse"" based on a shared gene/lncRNA/miRNA symbol and similar assay-list structure. On stricter re-review (no verbatim exact-match text was found between these two abstracts anywhere in the corpus scan), this is downgraded: sharing a popular target molecule and standard field methodology (RT-qPCR, CCK-8, transwell, xenograft) is expected for independent papers in this genre and is not, by itself, evidence of template reuse per the labeling rubric. [TF-IDF title+abstract cosine similarity = 0.193] Titles follow the same fixed formula (lncRNA/miRNA <ENTITY> [promotes|inhibits] proliferation/migration/invasion via/by targeting/sponging <target>) with 'MICRORNA424' reused in a different tumor type. Methods sections both run the same assay chain (RT-qPCR, CCK-8/MTT, transwell migration+invasion, flow cytometry apoptosis, luciferase reporter target validation, xenograft in vivo, rescue experiment) in the same order. Institutions and author lists do not overlap (aside from possible coincidental common surnames), so this reuse is not explained by a shared research group.","Record ID 33488.0 - Long Intergenic Non-Coding RNA LINC00922 Aggravates the Malignant Phenotype of Breast Cancer by Regulating the microRNA-424-5p/BDNF Axis (Cancer Management and Research, DOI 10.2147/CMAR.S267665)","Record ID 46790.0 - LncRNA XIST Depletion Prevents Cancer Progression in Invasive Pituitary Neuroendocrine Tumor by Inhibiting bFGF via Upregulation of microRNA-424-5p (OncoTargets and Therapy, DOI 10.2147/OTT.S208329)"
G077,32823,46093,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.192),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.192] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 32823.0 - microRNA-769 is Downregulated in Colorectal Cancer and Inhibits Cancer Progression by Directly Targeting Cyclin-Dependent Kinase 1 (OncoTargets and Therapy, DOI 10.2147/OTT.S183847)","Record ID 46093.0 - Long Noncoding RNA VPS9D1-AS1 Sequesters microRNA-525-5p to Promote the Oncogenicity of Colorectal Cancer Cells by Upregulating HMGA1 (Cancer Management and Research, DOI 10.2147/CMAR.S273687)"
G078,46596,52602,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.192),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.192] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 46596.0 - Long Noncoding RNA FGD5-AS1 Promotes Glioma Cell Proliferation, Migration and Invasion by Regulating Wnt/β-Catenin Pathway (Cancer Management and Research, DOI 10.2147/CMAR.S250284)","Record ID 52602.0 - Coronin 3 Promotes the Development of Oncogenic Properties in Glioma Through the Wnt/β-Catenin Signaling Pathway (OncoTargets and Therapy, DOI 10.2147/OTT.S257001)"
G079,32823,43808,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.191),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.191] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 32823.0 - microRNA-769 is Downregulated in Colorectal Cancer and Inhibits Cancer Progression by Directly Targeting Cyclin-Dependent Kinase 1 (OncoTargets and Therapy, DOI 10.2147/OTT.S183847)","Record ID 43808.0 - MicroRNA-143-3p Suppresses Tumorigenesis by Targeting Catenin-δ1 in Colorectal Cancer (OncoTargets and Therapy, DOI 10.2147/OTT.S184118)"
G080,31848,41094,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.191),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.191] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 31848.0 - miR-744-5p Inhibits Non-Small Cell Lung Cancer Proliferation and Invasion by Directly Targeting PAX2 (Technology in Cancer Research & Treatment, DOI 10.1177/1533033819876913)","Record ID 41094.0 - TUSC3 induces autophagy in human non-small cell lung cancer cells through Wnt/β-catenin signaling (Oncotarget, DOI 10.18632/oncotarget.17674)"
G081,23574,32823,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Low-similarity heuristic negative,Corpus exact-match scan and TF-IDF review (cosine 0.190),"No verbatim passage or distinctive entity-swapped section was identified; the remaining similarity is limited to disease, molecule, title formula, or routine assay vocabulary.",Topic/domain similarity only: no verbatim reused passage found; overlap limited to shared target molecule and/or standard assay vocabulary common across the corpus.,none,no,"[Origin: Claude TF-IDF/heuristic pass, confirmed as insufficient evidence on re-review] [TF-IDF title+abstract cosine similarity = 0.19] Below the similarity range where structural template reuse could be confirmed; shared wording is limited to generic disease/assay terms common across the corpus.","Record ID 23574.0 - Hispidulin suppresses cell growth and metastasis by targeting PIM 1 through JAK 2/STAT 3 signaling in colorectal cancer (Cancer Science, DOI 10.1111/cas.13575)","Record ID 32823.0 - microRNA-769 is Downregulated in Colorectal Cancer and Inhibits Cancer Progression by Directly Targeting Cyclin-Dependent Kinase 1 (OncoTargets and Therapy, DOI 10.2147/OTT.S183847)"
G082,58882,44559,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 58882.0 - MEK inhibitors induce apoptosis via FoxO3a-dependent PUMA induction in colorectal cancer cells (Oncogenesis, DOI 10.1038/s41389-018-0078-y)","Record ID 44559.0 - Overexpression of NR4A1 is associated with tumor recurrence and poor survival in non-small-cell lung carcinoma (Oncotarget, DOI 10.18632/oncotarget.23048)"
G083,49890,52602,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 49890.0 - LINC00261 Inhibits Esophageal Cancer Radioresistance by Down-Regulating microRNA-552-3p and Promoting DIRAS1 (Cancer Management and Research, DOI 10.2147/CMAR.S332640)","Record ID 52602.0 - Coronin 3 Promotes the Development of Oncogenic Properties in Glioma Through the Wnt/β-Catenin Signaling Pathway (OncoTargets and Therapy, DOI 10.2147/OTT.S257001)"
G084,53114,32589,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 53114.0 - TNFα Promotes Glioblastoma A172 Cell Mitochondrial Apoptosis via Augmenting Mitochondrial Fission and Repression of MAPK-ERK-YAP Signaling Pathways (OncoTargets and Therapy, DOI 10.2147/OTT.S184337)","Record ID 32589.0 - Long Noncoding RNA FGD5-AS1 Acts as a Competing Endogenous RNA on microRNA-383 to Enhance the Malignant Characteristics of Esophageal Squamous Cell Carcinoma by Increasing SP1 Expression (Cancer Management and Research, DOI 10.2147/CMAR.S236576)"
G085,57764,52721,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 57764.0 - MCCK1 enhances the anticancer effect of temozolomide in attenuating the invasion, migration and epithelial-mesenchymal transition of glioblastoma cells in vitro and in vivo (Cancer Medicine, DOI 10.1002/cam4.1951)","Record ID 52721.0 - The efficacy and adverse effects of anlotinib in the treatment of high-grade glioma: a retrospective analysis (Frontiers in Oncology, DOI 10.3389/fonc.2023.1095362)"
G086,58882,32889,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 58882.0 - MEK inhibitors induce apoptosis via FoxO3a-dependent PUMA induction in colorectal cancer cells (Oncogenesis, DOI 10.1038/s41389-018-0078-y)","Record ID 32889.0 - MicroRNA-652 Suppresses Malignant Phenotypes in Glioblastoma Multiforme via FOXK1-Mediated AKT/mTOR Signaling Pathway (OncoTargets and Therapy, DOI 10.2147/OTT.S204715)"
G087,46093,35248,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 46093.0 - Long Noncoding RNA VPS9D1-AS1 Sequesters microRNA-525-5p to Promote the Oncogenicity of Colorectal Cancer Cells by Upregulating HMGA1 (Cancer Management and Research, DOI 10.2147/CMAR.S273687)","Record ID 35248.0 - LINC00908 Promotes Diffuse Large B-Cell Lymphoma Development by Down-Regulating miR-671-5p (Cancer Management and Research, DOI 10.2147/CMAR.S299715)"
G088,31217,37654,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 31217.0 - MiR-17 Regulates Prostate Cancer Cell Proliferation and Apoptosis Through Inhibiting JAK-STAT3 Signaling Pathway (Cancer Biotherapy & Radiopharmaceuticals, DOI 10.1089/cbr.2017.2386)","Record ID 37654.0 - Silencing of LINC01116 Suppresses the Development of Oral Squamous Cell Carcinoma by up-Regulating microRNA-136 to Inhibit FN1 (Cancer Management and Research, DOI 10.2147/CMAR.S197583)"
G089,41837,44498,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 41837.0 - 8-bromo-7-methoxychrysin targets NF-κB and FoxM1 to inhibit lung cancer stem cells induced by pro-inflammatory factors (Journal of Cancer, DOI 10.7150/jca.30143)","Record ID 44498.0 - KIF4A Promotes Clear Cell Renal Cell Carcinoma (ccRCC) Proliferation in vitro and in vivo (OncoTargets and Therapy, DOI 10.2147/OTT.S240734)"
G090,52721,39271,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 52721.0 - The efficacy and adverse effects of anlotinib in the treatment of high-grade glioma: a retrospective analysis (Frontiers in Oncology, DOI 10.3389/fonc.2023.1095362)","Record ID 39271.0 - Long Noncoding RNA KCNMB2-AS1 Increases ROCK1 Expression by Sponging microRNA-374a-3p to Facilitate the Progression of Non–Small-Cell Lung Cancer (Cancer Management and Research, DOI 10.2147/CMAR.S270646)"
G091,44871,55931,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 44871.0 - circ_001504 promotes the development of renal cell carcinoma by sponging microRNA-149 to increase NUCB2 (Cancer Gene Therapy, DOI 10.1038/s41417-020-00247-8)","Record ID 55931.0 - G-protein-signaling modulator 2 expression and role in a CD133+ pancreatic cancer stem cell subset (OncoTargets and Therapy, DOI 10.2147/OTT.S187670)"
G092,23574,34959,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 23574.0 - Hispidulin suppresses cell growth and metastasis by targeting PIM 1 through JAK 2/STAT 3 signaling in colorectal cancer (Cancer Science, DOI 10.1111/cas.13575)","Record ID 34959.0 - Downregulation of hsa_circ_0001836 Induces Pyroptosis Cell Death in Glioma Cells via Epigenetically Upregulating NLRP1 (Frontiers in Oncology, DOI 10.3389/fonc.2021.622727)"
G093,32987,51693,Insufficient evidence,Confirmed negative control,High,Insufficient evidence,Random negative control,Negative-control construction and pair-level evidence review,"The papers concern different diseases or mechanisms and show no meaningful shared title vocabulary, abstract structure, or verbatim text.","No evidence of template reuse: different disease areas/mechanisms, no shared title vocabulary, no verbatim overlap.",none,no,[Origin: Claude randomly-sampled negative control] Included as a true negative for eval-set balance; titles and topics do not overlap at all.,"Record ID 32987.0 - Long Noncoding RNA X-Inactive Specific Transcript Facilitates Cellular Functions in Melanoma via miR-139-5p/ROCK1 Pathway (OncoTargets and Therapy, DOI 10.2147/OTT.S225661)","Record ID 51693.0 - Long non-coding RNA ARAP1-AS1 promotes tumorigenesis and metastasis through facilitating proto-oncogene c-Myc translation via dissociating PSF/PTB dimer in cervical cancer (Cancer Medicine, DOI 10.1002/cam4.2860)"
G094,31431,46092,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,Only routine expression/qPCR and cancer-phenotype wording overlaps; one study is a short LINC00152–miR-139-5p OSCC study while the other is a full ST7-AS1–miR-543–TRPM7 cervical ceRNA/rescue study.,"The expression of LINC00152 in OSCC tissues and cell lines was detected using qRT-PCR. | LINC00152 expression was significantly upregulated in OSCC tissues and cell lines compared with that in normal counterparts. | ST7-AS1 expression in cervical cancer tissues and cell lines was detected using quantitative real-time polymerase chain reaction (qRT-PCR). | Herein, ST7-AS1 expression was detected in cervical cancer tissues and cell lines.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G095,31431,53798,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both are OSCC studies and share expected xenograft/wound-healing/Transwell language, but their mechanisms and experimental chains differ; same-disease genre overlap explains the similarity.","A nude mouse model was established to analyze the function of LINC00152 in vivo. | Cell proliferation, colony formation, migration, and invasion were measured using a cell counting kit, colony formation assay, wound healing, and transwell invasion assays, respectively. | Xenograft mouse model was established to explore the effects of UCA1 in vivo. | In in vitro experiments, cell viability, migration, and invasion were measured by, respectively, performing CCK‐8, wound healing, and transwell assays.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G096,32214,32888,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Two unrelated cancer/target studies follow the same miRNA tumor-suppressor sequence across expression, phenotype, direct-target validation and pathway rescue; the parallel is stronger than routine title wording.","Functionally, miR-493 upregulation inhibited TSCC cell proliferation, migration, invasion in vitro; induced cell apoptosis; and decreased the tumor growth in vivo. | microRNA-493-3p (miR-493) has been reported to be critically downregulated in multiple types of human cancer. | Restoring the miR-761 expression level decreased OS cell proliferation, migration, and invasion in vitro; promoted cell apoptosis in vitro; and impaired tumor growth in vivo. | MicroRNA-761 (miR-761) has been reported to be deregulated in many types of human cancers and play important roles in cancer genesis and progression.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G097,32214,33037,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts repeat the same miRNA-paper progression across the introduction, expression measurement, functional phenotype, and the ordered proliferation/apoptosis/migration/invasion plus xenograft workflow. The diseases and targets differ, so the alignment is better explained as probable template reuse than routine topic overlap.","Functionally, miR-493 upregulation inhibited TSCC cell proliferation, migration, invasion in vitro; induced cell apoptosis; and decreased the tumor growth in vivo. | microRNA-493-3p (miR-493) has been reported to be critically downregulated in multiple types of human cancer. | Exogenous miR-618 expression significantly suppressed OS cell proliferation, migration, and invasion and induced apoptosis in vitro as well as slowed tumor growth in vivo. | Dysregulation of microRNA-618 (miR-618) has been observed in multiple types of human cancer.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G098,32214,34106,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Despite different RNA architectures, the phase0 abstracts align across tissue/cell-line expression, the same in-vitro/in-vivo malignant-phenotype assay sequence, and a therapeutic-axis conclusion. That sustained order across unrelated cancers supports probable template reuse.","miR-493 was significantly downregulated in TSCC tissues and cell lines. | Functionally, miR-493 upregulation inhibited TSCC cell proliferation, migration, invasion in vitro; induced cell apoptosis; and decreased the tumor growth in vivo. | SNHG8 expression was significantly higher in ESCC tissues and cell lines. | Functional investigation showed that ablation of SNHG8 notably restricted ESCC cell proliferation, migration, and invasion while inducing apoptosis in vitro and hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G099,32214,39269,Insufficient evidence,Legitimate topic continuity; no suspicious template reuse,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both concern tongue squamous cell carcinoma, so shared expression/prognosis/assay wording is expected; the molecules and mechanisms (miR-493/HMGA2 vs NOP14-AS1/miR-665/HMGB3) are different.","miR-493 was significantly downregulated in TSCC tissues and cell lines. | However, the expression level, biological roles and underlying mechanism of miR‑493 in tongue squamous cell carcinoma (TSCC) remain to be elucidated. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines. | The expression profile, clinical effects, and detailed roles of NOP14 antisense RNA 1 (NOP14-AS1) in tongue squamous cell carcinoma (TSCC) remain ambiguous and need to be further explored.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G100,32214,44096,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts track the same distinctive chain: roles/mechanism unclear, miRNA downregulation, direct 3′-UTR targeting with reduced target expression, target knockdown mimicking the miRNA effect, rescue by target restoration, and a therapeutic-target conclusion. This is stronger than generic miRNA wording.","However, the expression level, biological roles and underlying mechanism of miR‑493 in tongue squamous cell carcinoma (TSCC) remain to be elucidated. | miR-493 was significantly downregulated in TSCC tissues and cell lines. | However, the expression levels, biological roles, and underlying molecular mechanisms of miR-296 in cervical cancer remain unclear. | This study demonstrated that miR-296 was significantly downregulated in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G101,32215,32823,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts repeat a distinctive “mechanisms underlying the action/activity … were explored” sentence, RT-qPCR expression measurement, low-expression finding, direct-target result, and tumor-suppressor functional sequence across unrelated cancers. That supports probable reuse.","Notably, the potential mechanisms underlying the activity of miR-605 in the malignant phenotypes of GBM were explored. | Increased miR-605 expression suppressed the proliferation, migration, and invasion of U251 and T98 cells. | Notably, the possible mechanisms underlying the action of miR-769 in CRC cells were explored. | Functional assays showed that recovery of miR-769 expression suppressed CRC cell proliferation, migration, and invasion, increased cell apoptosis in vitro, and inhibited tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G102,32215,32889,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,Both GBM abstracts follow the same full sequence: unclear miRNA role → RT-qPCR → low expression/KPS association → worse survival → suppressed proliferation/migration/invasion → direct target → target knockdown mimicry → target restoration rescue → pathway deactivation/in-vivo conclusion. The entity-swapped progression is extensive enough for confirmed template reuse.,"The overall survival rate in GBM patients with low miR-605 expression was lower than that of patients with high miR-605 expression. | Furthermore, SRY-Box 9 (SOX9) was identified as a direct target gene of miR-605 in U251 and T98 cells. | Overall survival duration was shorter in GBM patients with low miR-652 expression than in those with high miR-652 expression. | In addition, forkhead-box k1 (FOXK1) was demonstrated as the direct target gene of miR-652 in GBM cells.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G103,32215,33036,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Overlap is limited to routine miRNA expression, direct-target and phenotype language across different diseases and targets.",We observed that expression of miR-605 was reduced in GBM tissues and cell lines. | Decreased miR-605 expression exhibited significant correlation with KPS score. | We found that miR-769 was significantly underexpressed in PDAC tissues and cell lines. | The low miR-769 expression significantly correlated with the TNM stage and lymph node metastasis.,,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G104,32215,44096,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Across unrelated cancers, both phase0 abstracts repeat the unclear-role introduction, low miRNA expression, tumor-suppressive phenotype, direct-target conclusion, and target-based rescue logic. The overlap spans several sections, so probable reuse is supported rather than a single generic match.","Increased miR-605 expression suppressed the proliferation, migration, and invasion of U251 and T98 cells. | We observed that expression of miR-605 was reduced in GBM tissues and cell lines. | Similar to induced miR-296 expression, SP1 knockdown suppressed the proliferation and invasion of cervical cancer cells. | This study demonstrated that miR-296 was significantly downregulated in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G105,32219,32583,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The pair shares a common lncRNA-ceRNA genre pattern (knockdown reduces proliferation/migration/invasion, promotes apoptosis, and a miRNA/target sponge mechanism), but the wording and experimental chain are not distinctive enough for pair-specific reuse. Treat it as genre-template similarity only.","Reduced ASB16-AS1 expression inhibited OS cell proliferation, migration, and invasion; promoted cell apoptosis; and impaired tumor growth in vivo. | ASB16-AS1 is a novel oncogenic lncRNA in OS cells. | The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | DLGAP1-AS1 is a pleiotropic oncogenic lncRNA in GC.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G106,32219,32888,Insufficient evidence,Legitimate topic continuity; no suspicious template reuse,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both are osteosarcoma regulatory-RNA studies, so similar proliferation/migration/invasion language is expected; ASB16-AS1/miR-760/HDGF and miR-761/FGFR1 are different designs.","Reduced ASB16-AS1 expression inhibited OS cell proliferation, migration, and invasion; promoted cell apoptosis; and impaired tumor growth in vivo. | In the present study, the expression pattern of ASB16-AS1 in OS tissues and cell lines was analyzed. | Restoring the miR-761 expression level decreased OS cell proliferation, migration, and invasion in vitro; promoted cell apoptosis in vitro; and impaired tumor growth in vivo. | The expression of miR-761 in OS tissues and cell lines was analyzed using RT-qPCR.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
